"companyPageUrl","reviewId","companyName","businessUnitId","reviewUrl","reviewDate","reviewDateOfExperience","reviewLabel","isReviewVerified","reviewer","reviewerId","reviewTitle","reviewDescription","reviewRatingScore","reviewersCountry","reviewLanguage","reviewCompanyResponse","scrapedDateTime","scrapedAtReviewPageNumber"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","6a135978c81749d7cc63a4ea","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/6a135978c81749d7cc63a4ea","2026-05-24T22:03:04.000Z","2026-05-23T00:00:00.000Z","not-verified","false","Chuck","6a1359656142ad0c9b2768a9","Beware of the hidden money grabs","Beware of the hidden money grabs. Outdoorsy advertises affordable rates, but their checkout process is loaded with undisclosed service fees, ambiguous platform charges, and forced insurance add-ons. They do everything they can to inflate the final price. Very disappointed by the lack of pricing transparency. I had originally booked and was paying $217/day (I calculated this myself by taking the full price I paid and divided over the days). When I added one more day to the trip a week later, they charged me $263 for the extra day. When I contacted the customer service team they couldn’t explain the reason for the increased fees. They said the same generic “taxes, service fees, and insurance” but couldn’t break down or show me how the service fees had increased $46 for adding a single day, even when accounting for the insurance and sales tax. And you can’t pay the host directly because they force you to go through their platform so they can collect the service fees. I reached out to the host directly and he didn’t mention raising his daily rate but said I had to go through the website. I understand the business model but if you want repeat customers you need to earn trust… and Outdoorsy has failed to do that. ","1","US","en","Hi Chuck!

Thank you for taking the time to share your perspective with us. 

Please allow me to clarify that Outdoorsy operates as a peer-to-peer marketplace platform. This means that, aside from our standard 10% service fee, hosts independently determine nightly rates and additional fees associated with their listings. 

While we are unable to authenticate the specific experience described based on the information you provided to this platform, generally speaking, nightly rate fluctuations can sometimes occur due to host-configured pricing settings, such as weekend pricing, holiday rates, seasonal adjustments, or other automated pricing factors.

Transparency is vitally important to us, which is why Outdoorsy provides a full cost breakdown prior to booking confirmation. This includes nightly rates, guest fees, optional host add-ons, insurance protection costs, taxes, applicable service fees, etc., so guests can review the complete pricing details and ensure they are fully informed of the total reservation cost before completing their booking.

We encourage you to contact our support team directly and verify your account information so we may review the reservation details more thoroughly and provide additional clarification specific to your booking.

Thanks again for taking a moment to share your feedback! It's greatly appreciated.
 
Outdoorsy Support","2026-05-28T07:23:24.069Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69ff4fa267528e611670a887","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69ff4fa267528e611670a887","2026-05-09T17:15:46.000Z","2026-05-08T00:00:00.000Z","not-verified","false","Sixto Joost","6668e514c485c030441eaecc","Well, here's what happened to me","Well, somebody should have told me how to actually complete the rental. I chose an RV, input my dates, received a cost summary but couldn't find a way to actually make the deal. Tried dealing with the WORST AI experience I've ever had (and AI is ra rarely a good experience but dont get me started). After an eternity of trying to make the deal, I was offered a phone number. I called it and met a nice guy who helped me navigate the peculiar procedure used by this company. I had to ""register"" but was never told this on the website; I was directed to messaging the owner who never messaged me back. I put my phone number in the message bc I wanted to arrange to SEE the vehicle in person before I committed 4000 dollars. Two things: at this point I was creating a process based on many experiences of buying and renting stuff on the internet and doing it without any direction from Outdoorsy. Well, somehow I failed.  Then, I got an email: ""you haven't completed rental....""  Against my better judgment, I took the bait. I was offered AI disguised with a human name. Finally, I know what AI is going to do; it's going to make murderers of us all.  Now, after hours of effort, I still have my money but no RV.  Anyone out there willing to rent an RV to a retired attorney with the highest credit rating available, money to burn,and passionately wanting to experience RVing for a couple of weeks?  I'm your guy.","1","US","en","Hi there,

I'm very sorry to hear you had trouble completing your reservation and that your experience with our chat service did not provide the level of support you were looking for. While our AI is designed to handle quick requests, it is certainly not meant to replace human support. If you find that the AI is not meeting your needs, simply type ""live agent"" or ""representative"" in the chat, and you will be connected to a specialist immediately.

Additionally, I'd like to reassure you that our 24/7 Customer Support number, 877-723-7232, is clearly indicated on every page of our website to ensure you can always reach our live support team directly.

I'd love the opportunity to learn more about your experience; however, I'm unable to locate your account with the information available here. Please contact me directly at experience@outdoorsy.com with ""ATTN: DALE"" in the subject line, and I'll be more than happy to assist you with your booking personally.

I look forward to connecting with you. Thank you for taking the time to share your feedback.

Outdoorsy Support","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69eea8c7a1ca2941e0c70d27","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69eea8c7a1ca2941e0c70d27","2026-04-27T02:07:35.000Z","2026-04-25T00:00:00.000Z","not-verified","false","James Krickeberg","69eea8572c1727fb4375efa1","Hosts can cancel at last minute without…","Hosts can cancel at last minute without penalty leaving buyers in a terrible position. Customer service is an AI bot. Awful. Will never use again after this rental. ","2","US","en","Hi James,

We’re really sorry you had to deal with your original booking being canceled, we know that’s never a great experience and can throw a wrench into your plans. While we do everything we can to prevent cancellations, there are times when something unexpected comes up, like in this case where the host’s tow vehicle needed repairs after a prior rental. We completely understand how frustrating that can feel, especially when you’re counting on everything going smoothly. That’s exactly why we have a team dedicated to helping guests through last-minute changes and getting things back on track as quickly as possible. We also take cancellations seriously on the host side, and they can face impacts to their rating along with potential financial penalties.

That said, we’re really glad you were able to find a replacement so quickly, that’s always a relief in situations like this. As for the chat experience, our AI is there to help with quick questions, but it’s definitely not meant to replace a real person. If it ever feels like it’s not getting you where you need to go, just type “live agent” or “representative” and you’ll be connected right away. You can also call our Customer Support team at 877-723-7232 anytime, we’re here 24/7 and always happy to help.

Thanks so much for taking the time to share your experience with us, we really do appreciate it.

Outdoorsy Support","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69ed15cb55e3b5f50cc1abf9","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69ed15cb55e3b5f50cc1abf9","2026-04-25T21:28:11.000Z","2026-04-24T00:00:00.000Z","not-verified","false","Agustin Pinsak","68f1937151e7936328130a67","I have been cancelled by the host not…","I have been cancelled by the host not the day before, not the week before, 7 hs after the pick up time (i was gonna  pick up 5 pm instead 9 am) for a problem with the motorhome that they knew 2 weeks in advance. I lost my rv camping fees. My wife flew from toronto for this trip for her birthday. Such a joke. Stay away from this site. 
The Funny thing is the host messaged me the day before to confirm. Haha. Great service outdoorsy!! Keep it up, 👍 ","1","CA","en","Hi Agustin,

We’re truly sorry for the disruption to your trip, especially given the extremely short notice of the cancellation. We understand how frustrating that must have been, and it’s not the kind of experience we want for our guests, so thank you for bringing this to our attention.

After reviewing the situation, it appears the host canceled due to a stolen battery and delays in securing a replacement. While we recognize the circumstances the host faced, the delayed communication is deeply concerning, and appropriate actions have been taken to address this directly with the host. This should have been communicated much earlier so you had more time to make alternative plans.

We sincerely apologize for the inconvenience this caused. A full refund has been issued to your original form of payment, and I’ll be reaching out directly to address any additional concerns and see how we can better support your future travel plans. Thank you for taking the time to share your feedback with us.

Outdoorsy Support","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69ecec132b0844fcdfcb95b1","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69ecec132b0844fcdfcb95b1","2026-04-25T18:30:11.000Z","2025-10-24T00:00:00.000Z","verified","true","Kara Diffley","64de785194e2ab00124624d6","Outdoorsy loves their RV owners!","As a RV owner using Outdoorsy for about 2 years now, I can only say great things about Outdoorsy! The customer service is great and the website is easy to manage. I have had no issues with Outdoorsy and will continue to use them for my vehicles. ","5","US","en","","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69eb3343e2c6532cf5e57bc7","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69eb3343e2c6532cf5e57bc7","2026-04-24T11:09:23.000Z","2026-04-09T00:00:00.000Z","not-verified","false","Glory","69eb31be5f73f93bb39342c7","Easy RV rentals","Smooth booking process and clear listings. Customer support was helpful, and the trip went off without issues. Would use again","5","US","en","","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69e1c946599220e5cab17d3c","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69e1c946599220e5cab17d3c","2026-04-17T07:46:46.000Z","2026-04-16T00:00:00.000Z","not-verified","false","Bryant Khau","69e1c9019478c6639ae44fcf","They double charge for delivery","They double charge for delivery","1","US","en","Hi Bryant,

We're sorry for any confusion regarding the delivery fee on your booking request. Upon review, it appears that you selected the host's optional ""Delivery Service"" add-on. Please allow me to clarify that this is separate from the standard delivery fee. As per the description, the Delivery Service is an additional service provided for the dropping off and picking up of the camper at your home. If you do not intend to use this service, please update your booking and remove the add-on on your trip page.

Should you need any assistance, please feel free to contact our 24/7 Customer Support team via chat or by calling 877-723-7232, and they'll be more than happy to assist you. Thank you for taking the time to share your feedback.

Outdoorsy Support","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69d75bc17a538dd896b826d4","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69d75bc17a538dd896b826d4","2026-04-09T09:56:49.000Z","2026-03-05T00:00:00.000Z","not-verified","false","Charles Killingsworth","64ec2ce206be1a0012466b07","Outdoorsy makes RV sharing simple and…","Outdoorsy makes RV sharing simple and enjoyable. I helped a renter take her father (who cannot fly) to see family, and the whole process was seamless. The platform is great for hosts and renters alike.","5","US","en","","2026-05-28T07:23:24.070Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69d6855d21701902f6d0d84b","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69d6855d21701902f6d0d84b","2026-04-08T18:42:05.000Z","2026-04-01T00:00:00.000Z","verified","true","Sean G","69d6855c9472ec8f15a22906","Great experience. ","I first used Outdoorsy to rent a few RVs and now I use them to rent out an RV I own. They are very user friendly and their customer service is great. ","5","US","en","","2026-05-28T07:23:24.071Z","1"
"https://www.trustpilot.com/review/www.outdoorsy.com?languages=all&sort=recency","69d66ea8ed1bc3fd7828a740","Outdoorsy","57fb93a80000ff000595d5c7","https://www.trustpilot.com/reviews/69d66ea8ed1bc3fd7828a740","2026-04-08T17:05:12.000Z","2026-04-01T00:00:00.000Z","verified","true","Charlie Hartley","69d66ea82c7036aaf19028b2","Account set up.","While setting up my account I hit a couple of stumbling blocks. I reached out to the Outdoorsy help line and they were able to quickly get my questions answered and my account set up.","5","US","en","","2026-05-28T07:23:24.071Z","1"
